31568	0	0	0
30734	0	1	1
31227	0	1	0
31224	0	1	1
31139	0	1	1
34076	0	1	0
32479	1	1	0
32985	1	1	0
30284	0	1	1
30072	0	1	0
34098	0	1	1
33818	0	0	0
34138	0	0	0
34165	0	1	1
30974	1	1	0
33150	0	1	0
30574	0	1	1
32162	1	1	0
32904	0	0	0
31484	0	1	1
31961	0	0	1
31616	0	1	1
31027	0	1	0
31231	1	1	0
33327	0	1	1
31276	0	1	0
33238	0	1	0
31004	0	0	1
34187	0	1	0
34421	0	0	0
34441	1	1	1
33715	0	0	0
31820	0	1	1
32578	1	1	0
32716	0	1	0
33494	0	1	1
32949	1	1	1
33195	0	0	0
33561	0	1	1
30424	1	1	0
31576	0	1	1
30576	1	1	0
33935	1	1	0
32669	0	1	1
34116	0	1	0
32847	1	1	1
32871	0	1	0
31278	0	1	0
30145	0	1	0
33504	0	1	0
32754	0	0	0
34570	0	1	0
30137	0	1	0
32921	0	0	0
33417	1	1	0
30646	0	0	0
31107	0	1	0
33964	0	1	1
33025	0	1	1
32653	0	1	0
32084	1	1	1
31833	0	1	1
30088	1	1	0
32698	0	1	0
33231	1	1	0
31549	0	1	0
33071	1	1	0
33237	1	1	0
34525	1	1	0
31574	1	1	0
33918	1	1	0
34017	1	0	0
34459	0	0	0
34560	0	0	0
30252	1	1	0
34433	1	1	0
34245	0	1	0
30691	1	1	1
31595	0	0	1
30537	0	1	0
31438	0	1	1
31804	1	1	1
32767	1	1	0
30614	0	1	0
32023	0	1	0
34196	1	1	1
31099	0	1	0
34228	1	1	0
32212	0	0	0
31570	1	1	0
31647	1	1	0
32687	1	1	0
34202	1	1	1
33771	0	1	0
32744	1	1	0
33595	0	1	0
32520	0	1	1
34527	0	0	0
32438	0	0	0
32537	0	0	0
31978	0	0	0
34020	1	1	0
33438	0	1	0
33865	0	1	1
32151	1	1	0
34388	0	1	0
30700	0	1	0
32697	0	1	1
30146	0	1	0
31066	0	0	0
31330	0	0	0
31565	0	0	1
33974	0	0	0
33016	0	0	0
33481	1	1	0
30848	0	1	0
31857	0	1	0
33553	0	0	0
30303	0	0	0
32726	1	1	1
34511	0	0	0
30552	0	1	0
31262	0	1	0
33784	0	0	0
31654	0	0	1
33883	0	0	0
30651	0	1	1
31729	1	1	0
32971	0	1	1
30800	0	1	0
30745	0	1	1
30392	0	1	1
30302	1	1	1
32249	1	1	0
32202	0	1	1
34289	1	0	0
34110	1	1	1
30165	0	1	1
30759	1	1	0
31140	0	0	0
31602	0	1	0
33642	0	1	0
33718	0	0	0
31615	0	1	1
32078	0	0	0
32571	0	0	0
32172	1	1	0
30981	0	1	1
32168	0	1	1
31522	0	0	0
34261	1	1	0
33199	1	0	1
33860	0	1	0
30766	0	1	0
33606	0	1	1
30372	0	1	1
31172	0	0	0
31992	0	1	0
33523	1	1	1
34405	0	0	1
31444	1	1	0
30777	1	1	1
32401	0	1	1
33243	0	1	0
32608	0	1	1
34359	0	0	0
31056	1	1	0
34374	1	1	0
30176	0	1	1
30420	0	0	1
32386	0	0	0
34426	0	0	1
30852	0	0	0
30950	0	0	0
33043	1	0	1
31223	0	1	0
33055	0	1	0
32705	0	1	0
31176	0	1	0
30544	1	1	1
31012	1	1	0
30993	0	1	1
32742	0	1	0
33278	0	1	0
33526	1	1	0
30001	1	1	0
32444	0	1	0
34198	0	0	0
32844	0	1	1
31591	1	1	1
33469	0	0	0
33763	0	0	0
30092	0	0	0
32701	1	1	0
34379	0	1	0
31788	0	0	0
31331	0	1	1
30353	0	1	1
30112	0	1	0
32370	0	1	0
33850	0	0	0
32152	1	1	0
33345	1	1	1
34369	0	0	0
33500	0	1	0
31026	1	0	0
33434	0	1	1
33527	0	0	0
30503	0	1	0
33966	0	1	1
34205	1	1	0
31719	1	0	0
31527	0	1	0
31458	1	1	0
32193	1	1	0
30036	1	1	0
33156	0	1	0
32735	0	1	0
30361	0	0	0
30175	1	0	0
30306	1	1	0
30051	0	1	0
33180	0	1	1
33801	1	0	0
33360	0	1	0
32958	0	1	0
34529	0	1	0
32753	1	1	0
30023	0	1	0
32524	0	1	0
34464	1	1	0
32208	0	1	1
30402	0	1	1
33418	0	1	0
30724	0	1	1
32124	0	1	0
32654	0	1	1
30357	1	1	0
31193	0	1	1
32314	0	1	1
33353	0	0	0
30342	0	0	1
32358	1	1	0
32586	0	1	0
33690	0	1	1
31618	0	1	1
31777	0	1	0
30087	1	1	1
30101	0	1	0
33727	0	1	1
32009	0	0	0
32473	0	1	0
33365	0	0	1
30071	0	1	0
32019	0	1	0
30453	1	1	0
34046	0	1	1
30042	1	1	0
32680	1	1	0
30416	0	0	0
34191	0	0	1
31405	0	1	0
33558	0	1	0
30600	0	1	0
31829	0	0	0
32646	1	1	0
31124	0	1	1
33379	0	0	0
33165	1	1	1
33529	1	0	0
32785	0	1	0
33287	0	0	0
30081	0	1	1
30871	0	1	0
31072	0	0	0
34145	1	1	0
33077	0	0	1
31022	1	1	0
33170	0	1	0
30365	1	1	0
31530	0	0	1
33255	0	0	0
30934	0	1	0
33132	0	0	0
32862	0	0	1
30895	1	1	0
31594	0	0	0
34287	1	1	0
31561	1	0	0
34463	0	0	0
33279	0	1	1
31134	0	0	0
31424	1	1	0
31526	0	0	0
31059	0	1	1
32657	0	0	0
30742	0	0	1
34564	0	0	1
31286	1	1	1
31492	0	0	0
34257	0	0	1
34242	1	1	0
31201	0	0	1
31844	0	1	1
31486	0	1	0
34390	0	0	0
34189	0	1	0
31889	1	1	0
30053	0	0	1
33410	0	1	0
32417	0	1	0
34386	0	1	0
32065	1	1	0
33713	0	1	0
34073	1	1	0
32236	0	1	1
32837	0	0	0
30995	0	1	0
33112	0	1	1
31283	0	1	0
32619	1	1	0
34235	0	1	1
34563	0	1	0
33758	1	1	0
32724	1	1	0
30861	0	1	0
32297	1	1	1
30439	1	1	0
31887	0	1	0
32938	0	1	0
32161	0	1	0
31024	1	1	0
30012	0	1	1
30804	0	0	0
30785	1	1	1
33678	1	1	0
32490	0	1	0
31229	0	1	0
30404	1	1	0
33958	1	1	0
30545	0	0	1
32829	0	1	1
30894	0	1	0
31635	0	1	0
31964	1	1	0
31456	1	0	0
33708	0	1	1
32555	0	1	0
34481	0	0	0
32077	1	1	0
30194	0	1	0
33347	1	1	1
33587	0	1	0
31141	0	0	0
31453	1	1	0
34582	0	1	0
31397	1	1	1
32455	1	1	0
32042	0	0	0
34227	1	1	0
31906	1	1	1
34462	1	1	0
32967	1	1	0
31765	1	1	0
30271	0	1	0
31772	0	0	1
30968	0	1	0
30632	0	1	0
33171	1	1	1
31268	0	1	1
33531	1	0	0
30118	0	1	1
32105	0	1	1
33249	0	1	0
32896	1	1	0
33178	0	1	1
30106	0	1	0
30970	0	1	0
33302	1	1	0
32762	0	0	0
32387	0	0	0
32638	0	1	1
34559	0	1	0
31803	1	1	0
34130	0	1	0
34095	0	0	1
31908	0	0	0
31521	0	0	0
33729	0	1	1
31435	0	1	0
33506	0	1	0
32830	1	1	0
33702	0	1	0
34500	0	1	0
32511	1	1	0
32607	0	1	1
32651	0	1	0
30694	1	1	0
31867	0	1	0
34530	1	1	0
33094	1	1	1
33848	0	1	1
30249	0	0	0
30916	0	0	0
33502	0	1	0
33152	0	1	1
33389	1	1	0
31994	0	1	1
30115	0	1	0
31475	0	1	0
32200	0	1	1
33934	0	0	0
30536	0	0	1
34407	1	1	0
31601	0	0	1
30540	0	1	1
32858	0	0	0
33695	0	0	0
30938	0	1	1
30391	0	1	0
31643	1	1	0
33393	1	1	0
31686	0	0	0
31303	1	0	0
31355	0	0	1
31884	0	1	0
33098	0	0	0
34505	1	1	0
30931	0	1	0
33954	1	1	0
33120	0	1	0
33490	0	1	1
33876	0	0	0
30762	0	1	1
33872	1	1	0
34188	0	1	0
30157	1	1	0
31524	0	1	0
30329	1	1	0
33309	0	1	0
30427	1	1	0
30443	1	0	0
32893	1	1	0
33294	1	1	1
32582	1	1	0
31081	0	1	1
31038	1	1	0
34212	0	1	1
34033	0	1	0
34579	0	0	0
30363	1	1	0
31017	0	1	1
32941	1	1	1
33545	0	1	1
30836	0	1	1
31481	0	1	0
34442	1	1	0
34054	0	1	0
31981	1	1	0
30619	1	1	0
32749	0	1	1
34050	0	0	0
32115	0	0	1
30048	0	1	0
33151	0	0	0
31973	1	1	0
32106	1	1	0
32650	1	1	0
34182	1	1	0
32911	0	0	0
31924	1	1	0
33875	1	1	0
32913	0	1	0
34326	1	1	0
33317	0	1	1
33128	0	1	0
32344	0	1	0
30710	0	1	0
34355	1	1	0
31192	0	1	0
30883	0	0	0
30961	0	1	0
30236	0	0	0
30169	1	1	0
34147	1	1	0
34422	0	0	0
30103	0	1	0
33505	0	1	0
30056	0	1	1
32500	0	1	0
30519	1	1	0
33697	0	0	0
31518	0	0	0
32262	1	1	1
31776	0	1	0
32781	0	1	1
32797	0	1	0
31161	1	0	0
33555	1	1	0
32255	0	0	1
30889	0	1	0
30879	0	1	0
33522	0	1	1
34248	0	1	0
32712	0	1	1
30563	0	0	0
30274	0	1	0
33046	0	1	0
31662	1	1	1
31060	1	1	1
30653	0	1	1
33466	0	1	0
32518	0	1	1
33446	0	1	0
31633	0	0	1
34246	0	1	0
32906	0	1	1
32514	0	1	1
33186	0	0	0
31502	0	1	0
31754	0	0	1
33840	1	1	0
32423	1	1	0
33301	0	1	1
31798	1	1	0
33175	1	1	1
30556	1	1	0
30560	0	1	0
32720	1	1	1
30967	0	1	1
30989	0	0	0
34013	0	1	1
30197	1	1	0
31904	1	0	0
31160	0	1	1
33536	0	0	1
34517	0	1	1
30188	0	0	0
30141	1	0	1
33484	0	0	0
33396	1	0	0
33222	0	1	0
34328	1	1	0
32831	0	1	0
34574	1	1	0
31894	1	1	0
31944	0	0	0
30286	1	1	0
33781	0	1	0
33253	0	1	0
31289	0	1	0
31398	0	1	0
34594	0	1	0
33960	0	1	0
33871	0	1	0
32718	0	1	1
34015	0	1	1
30149	0	0	1
33510	1	1	0
32089	1	1	0
33773	0	1	1
30015	0	0	0
34478	0	1	0
31432	1	1	1
34264	0	1	0
32682	1	1	0
30714	0	1	0
30417	0	1	1
34258	1	0	0
32458	0	0	0
30645	0	1	1
32121	0	1	1
31399	1	0	0
33982	1	1	0
30237	0	0	0
32391	0	0	0
31868	1	1	0
31800	0	0	0
31485	1	1	1
32145	0	1	1
33663	0	0	0
31895	0	1	0
31219	0	1	0
33028	0	1	0
30432	1	1	0
30713	1	1	0
33610	0	1	0
32007	0	1	1
30601	0	0	0
33955	0	0	0
30373	0	0	0
31598	0	1	0
32177	0	1	0
34243	0	1	1
31045	1	1	1
30706	0	1	0
33056	1	1	0
32299	0	1	1
32534	0	1	1
32111	1	1	0
33947	0	0	0
31787	0	0	1
32970	1	1	0
32645	1	0	0
32865	1	1	1
30250	0	1	1
33793	0	1	0
32714	0	1	0
34276	0	1	1
30423	0	1	0
32305	0	1	1
30377	0	1	0
31155	0	1	1
34282	0	1	0
31830	1	1	0
31640	0	0	0
30387	0	0	1
33824	1	1	0
31173	0	0	0
31353	1	1	0
33873	0	0	0
32242	0	1	1
30276	0	1	1
32857	1	0	0
34117	0	0	0
33336	1	1	1
33760	1	1	0
31394	0	0	0
33893	0	1	1
31441	1	1	1
30835	0	1	0
33398	1	1	1
32436	0	0	0
32283	0	1	1
31701	1	1	0
34131	0	1	0
31985	0	1	1
31191	1	1	0
30788	0	0	1
31808	1	1	0
31023	1	1	0
34452	0	1	0
32396	0	1	1
33948	1	1	0
30577	0	1	0
33362	0	1	0
30079	1	1	0
31655	0	1	1
33528	1	1	1
31988	0	1	0
32284	1	1	0
30531	1	1	1
30298	0	1	1
30026	1	1	0
33938	0	1	0
31344	0	1	0
31680	1	1	0
32579	0	1	1
32081	0	1	0
30610	0	1	0
34460	1	1	1
33688	1	1	1
31769	0	0	0
32942	0	1	0
30960	1	1	0
31780	0	1	1
34454	0	1	0
32882	1	1	1
34213	0	0	1
32784	0	1	0
30017	0	0	0
30266	0	1	1
30502	0	1	1
33125	0	1	1
31304	1	1	0
33689	0	0	0
34336	1	1	0
34263	0	0	1
34492	0	1	0
34026	1	1	0
30890	0	0	0
32936	0	1	1
30735	1	1	0
30816	0	1	0
31115	0	1	0
31911	0	0	1
32700	1	1	0
30216	0	1	0
30882	1	1	0
33073	1	1	0
31557	0	1	0
33594	0	1	1
30275	1	1	0
32060	1	1	0
32186	0	1	0
30325	0	0	1
33324	1	1	0
30139	1	1	0
31871	0	1	0
33645	0	0	0
33886	1	1	0
33040	0	0	0
31782	0	1	0
31239	0	1	1
32224	0	0	0
31983	0	0	0
33430	0	1	0
30083	0	1	0
34278	0	1	0
31645	1	1	0
31743	1	1	0
32066	1	1	1
33103	0	0	1
34254	0	1	1
32961	1	1	0
30869	0	0	0
31874	0	1	1
34341	0	0	0
33891	0	1	1
33007	1	1	0
32673	1	1	0
32899	0	1	0
30484	1	1	1
33355	0	1	0
34468	1	1	0
33219	0	1	0
34366	0	1	0
33299	0	1	0
32140	0	1	1
30885	0	1	0
31333	0	0	1
32964	1	1	1
30703	0	1	0
30099	1	1	0
33631	1	0	0
30291	0	1	0
32523	1	1	0
30720	1	1	0
31036	0	1	0
32544	1	1	0
33288	0	0	0
30727	0	0	1
31340	0	1	0
31047	0	1	1
32778	0	1	1
34077	0	1	0
31839	0	0	0
31590	0	0	0
30603	0	1	0
33747	0	0	0
32487	1	1	0
34444	0	0	1
